Year Response Horror MorphForm Distance Helpee Verb Helper Year_new Distance_log
1994 Bare No helped 1 No spearhead Anim 4 0
1994 Bare No helped 1 No break Anim 4 0
1994 Bare No helped 1 No assemble Anim 4 0
1994 Bare No helped 1 No reverse Anim 4 0
1994 Bare No helped 1 No organize Anim 4 0
1994 TO No helped 1 No create Anim 4 0
1994 Bare No helped 1 No redeem Inanim 4 0
1994 Bare No helped 1 No improve Inanim 4 0
1994 Bare No helped 1 No validate Inanim 4 0
1994 TO No helped 1 No launch Inanim 4 0
1994 TO No helped 1 No open Inanim 4 0
1994 Bare No helped 1 No turn Inanim 4 0
1994 Bare No helped 1 No sink Inanim 4 0
1993 Bare No helped 1 No raise Anim 3 0
1993 Bare No helped 1 No design Anim 3 0
1993 Bare No helped 1 No negotiate Anim 3 0
1993 TO No helped 1 No end Anim 3 0
1993 Bare No helped 1 No produce Anim 3 0
1993 Bare No helped 1 No fashion Anim 3 0
1993 Bare No helped 1 No place Anim 3 0
1993 Bare No helped 1 No shape Anim 3 0
1993 Bare No helped 1 No determine Inanim 3 0
1993 Bare No helped 1 No defeat Inanim 3 0
1993 Bare No helped 1 No drive Inanim 3 0
1993 TO No helped 1 No restore Inanim 3 0
1993 TO No helped 1 No draw Inanim 3 0
1993 Bare No helped 1 No fortify Inanim 3 0
1993 Bare No helped 1 No regulate Inanim 3 0
1993 Bare No helped 1 No justify Inanim 3 0
1993 Bare No helped 1 No spur Inanim 3 0
1992 Bare No helped 1 No legislate Anim 2 0
1992 TO No helped 1 No recycle Anim 2 0
1992 TO No helped 1 No introduce Anim 2 0
1992 TO No helped 1 No fuel Anim 2 0
1992 Bare No helped 1 No spike Anim 2 0
1992 Bare No helped 1 No fuel Anim 2 0
1992 Bare No helped 1 No settle Anim 2 0
1992 Bare No helped 1 No pay Anim 2 0
1992 Bare No helped 1 No ease Inanim 2 0
1992 Bare No helped 1 No stretch Inanim 2 0
1992 Bare No helped 1 No make Inanim 2 0
1992 Bare No helped 1 No make Inanim 2 0
1992 TO No helped 1 No reinforce Inanim 2 0
1992 Bare No helped 1 No pave Inanim 2 0
1992 Bare No helped 1 No distinguish Inanim 2 0
1992 TO No helped 1 No identify Inanim 2 0
1991 Bare No helped 1 No generate Anim 1 0
1991 Bare No helped 1 No start Anim 1 0
1991 Bare No helped 1 No build Anim 1 0
1991 Bare No helped 1 No raise Anim 1 0
1991 Bare Yes helped 1 No run Anim 1 0
1991 Bare No helped 1 No set Inanim 1 0
1991 TO No helped 1 No dull Inanim 1 0
1991 Bare No helped 1 No promote Inanim 1 0
1991 Bare No helped 1 No bring Inanim 1 0
1991 TO No helped 1 No get Inanim 1 0
1991 TO No helped 1 No boost Inanim 1 0
1991 Bare No helped 1 No iron Missing 1 0
1990 Bare No helped 1 No satisfy Anim 0 0
1990 Bare No helped 1 No orchestrate Anim 0 0
1990 Bare No helped 1 No teach Anim 0 0
1990 Bare No helped 1 No open Anim 0 0
1990 Bare No helped 1 No produce Anim 0 0
1990 Bare No helped 1 No bring Anim 0 0
1990 Bare No helped 1 No redress Anim 0 0
1990 TO No helped 1 No banish Anim 0 0
1990 TO No helped 1 No shape Anim 0 0
1990 TO No helped 1 No develop Inanim 0 0
1990 Bare No helped 1 No finance Inanim 0 0
2012 Bare No helping 7 Yes face Anim 22 1.94591014905531
2003 TO No helping 7 Yes live Inanim 13 1.94591014905531
1996 TO No helping 5 Yes tighten Anim 6 1.6094379124341
1995 TO No helping 5 Yes run Anim 5 1.6094379124341
1995 TO No helping 4 Yes control Anim 5 1.38629436111989
1994 TO No helping 4 Yes blend Inanim 4 1.38629436111989
2011 TO No helping 3 Yes stand Anim 21 1.09861228866811
2008 TO No helping 3 Yes make Missing 18 1.09861228866811
2007 TO No helping 3 Yes form Inanim 17 1.09861228866811
2007 Bare No helping 3 Yes measure Inanim 17 1.09861228866811
2005 Bare No helping 3 Yes win Inanim 15 1.09861228866811
2004 Bare No helping 3 Yes prepare Anim 14 1.09861228866811
2003 TO No helping 3 Yes prepare Anim 13 1.09861228866811
2001 TO No helping 3 Yes develop Anim 11 1.09861228866811
2001 TO No helping 3 Yes feel Inanim 11 1.09861228866811
1998 Bare No helping 3 Yes settle Anim 8 1.09861228866811
1998 Bare No helping 3 Yes understand Anim 8 1.09861228866811
1998 TO No helping 3 Yes spread Anim 8 1.09861228866811
1996 Bare No helping 3 Yes understand Inanim 6 1.09861228866811
1992 Bare No helping 3 Yes achieve Missing 2 1.09861228866811
1991 Bare No helping 3 Yes move Missing 1 1.09861228866811
1990 TO No helping 3 Yes better Anim 0 1.09861228866811
2012 Bare No helping 2 Yes understand Anim 22 0.693147180559945
2012 Bare No helping 2 Yes steal Anim 22 0.693147180559945
2012 Bare No helping 2 Yes build Inanim 22 0.693147180559945
2012 Bare No helping 2 Yes avoid Inanim 22 0.693147180559945
2011 Bare No helping 2 Yes transform Anim 21 0.693147180559945
2011 Bare No helping 2 Yes navigate Anim 21 0.693147180559945
2011 Bare No helping 2 Yes cope Anim 21 0.693147180559945
2011 Bare No helping 2 Yes find Anim 21 0.693147180559945
2011 Bare No helping 2 Yes stand Inanim 21 0.693147180559945
2010 Bare Yes helping 2 Yes work Anim 20 0.693147180559945
2010 Bare No helping 2 Yes understand Anim 20 0.693147180559945
2010 Bare No helping 2 Yes solve Anim 20 0.693147180559945
2010 Bare No helping 2 Yes determine Anim 20 0.693147180559945
2010 TO No helping 2 Yes formulate Missing 20 0.693147180559945
2009 Bare No helping 2 Yes cope Anim 19 0.693147180559945
2009 Bare No helping 2 Yes achieve Inanim 19 0.693147180559945
2009 Bare No helping 2 Yes pack Anim 19 0.693147180559945
2009 Bare No helping 2 Yes study Inanim 19 0.693147180559945
2009 Bare No helping 2 Yes begin Inanim 19 0.693147180559945
2009 Bare No helping 2 Yes stay Inanim 19 0.693147180559945
2008 TO No helping 2 Yes recognize Anim 18 0.693147180559945
2008 Bare No helping 2 Yes learn Anim 18 0.693147180559945
2007 TO No helping 2 Yes be Missing 17 0.693147180559945
2007 Bare No helping 2 Yes get Anim 17 0.693147180559945
2007 TO No helping 2 Yes recover Inanim 17 0.693147180559945
2007 TO No helping 2 Yes be Inanim 17 0.693147180559945
2007 Bare No helping 2 Yes create Inanim 17 0.693147180559945
2006 Bare No helping 2 Yes cope Inanim 16 0.693147180559945
2006 Bare No helping 2 Yes get Inanim 16 0.693147180559945
2006 TO No helping 2 Yes break Inanim 16 0.693147180559945
2006 TO No helping 2 Yes settle Anim 16 0.693147180559945
2006 Bare No helping 2 Yes become Missing 16 0.693147180559945
2006 Bare No helping 2 Yes attain Inanim 16 0.693147180559945
2005 Bare Yes helping 2 Yes manage Anim 15 0.693147180559945
2005 Bare No helping 2 Yes get Anim 15 0.693147180559945
2005 Bare No helping 2 Yes acquire Anim 15 0.693147180559945
2005 Bare No helping 2 Yes sift Missing 15 0.693147180559945
2004 Bare No helping 2 Yes learn Inanim 14 0.693147180559945
2004 TO No helping 2 Yes understand Inanim 14 0.693147180559945
2003 Bare No helping 2 Yes make Missing 13 0.693147180559945
2003 Bare No helping 2 Yes reach Anim 13 0.693147180559945
2003 Bare No helping 2 Yes think Missing 13 0.693147180559945
2003 Bare No helping 2 Yes find Anim 13 0.693147180559945
2002 Bare No helping 2 Yes overcome Anim 12 0.693147180559945
2002 Bare No helping 2 Yes change Anim 12 0.693147180559945
2002 TO No helping 2 Yes chart Anim 12 0.693147180559945
2002 Bare No helping 2 Yes listen Missing 12 0.693147180559945
2001 TO No helping 2 Yes protect Anim 11 0.693147180559945
2001 Bare Yes helping 2 Yes stay Missing 11 0.693147180559945
1999 Bare No helping 2 Yes sow Anim 9 0.693147180559945
1999 Bare No helping 2 Yes speak Missing 9 0.693147180559945
1999 Bare No helping 2 Yes mature Anim 9 0.693147180559945
1999 TO No helping 2 Yes cut Anim 9 0.693147180559945
1999 Bare No helping 2 Yes grow Inanim 9 0.693147180559945
1999 Bare No helping 2 Yes move Missing 9 0.693147180559945
1998 TO No helping 2 Yes purchase Missing 8 0.693147180559945
1997 TO No helping 2 Yes communicate Anim 7 0.693147180559945
1997 Bare No helping 2 Yes get Anim 7 0.693147180559945
1997 TO No helping 2 Yes rebuild Anim 7 0.693147180559945
1997 Bare No helping 2 Yes feel Anim 7 0.693147180559945
1997 Bare No helping 2 Yes set Anim 7 0.693147180559945
1996 Bare No helping 2 Yes make Anim 6 0.693147180559945
1996 TO No helping 2 Yes blow Missing 6 0.693147180559945
1996 TO No helping 2 Yes initiate Missing 6 0.693147180559945
1996 TO No helping 2 Yes use Anim 6 0.693147180559945
1996 Bare No helping 2 Yes bring Anim 6 0.693147180559945
1995 Bare No helping 2 Yes decide Inanim 5 0.693147180559945
1995 Bare No helping 2 Yes remain Anim 5 0.693147180559945
1995 Bare No helping 2 Yes penetrate Missing 5 0.693147180559945
1995 Bare No helping 2 Yes create Missing 5 0.693147180559945
1995 Bare No helping 2 Yes do Inanim 5 0.693147180559945
1994 Bare No helping 2 Yes carry Anim 4 0.693147180559945
1994 Bare No helping 2 Yes grind Anim 4 0.693147180559945
1994 TO No helping 2 Yes cope Anim 4 0.693147180559945
1994 Bare No helping 2 Yes cope Missing 4 0.693147180559945
1994 TO No helping 2 Yes grasp Inanim 4 0.693147180559945
1993 Bare Yes helping 2 Yes help Anim 3 0.693147180559945
1992 Bare No helping 2 Yes happen Inanim 2 0.693147180559945
1992 Bare No helping 2 Yes remediate Inanim 2 0.693147180559945
1991 TO No helping 2 Yes attract Inanim 1 0.693147180559945
1991 TO No helping 2 Yes succeed Anim 1 0.693147180559945
1991 TO No helping 2 Yes adopt Inanim 1 0.693147180559945
1990 Bare No helping 2 Yes cope Anim 0 0.693147180559945
2012 TO No helping 1 No lower Anim 22 0
2012 Bare No helping 1 No spur Anim 22 0
2012 TO No helping 1 No make Inanim 22 0
2012 TO No helping 1 No sustain Inanim 22 0
2012 TO No helping 1 No deepen Missing 22 0
2012 Bare No helping 1 No realize Missing 22 0
2011 Bare No helping 1 No teach Anim 21 0
2011 TO No helping 1 No create Anim 21 0
2011 TO No helping 1 No set Anim 21 0
2011 TO No helping 1 No drive Inanim 21 0
2011 TO No helping 1 No shape Inanim 21 0
2011 Bare No helping 1 No swing Inanim 21 0
2011 TO No helping 1 No rectify Inanim 21 0
2010 TO No helping 1 No establish Anim 20 0
2010 TO No helping 1 No heal Anim 20 0
2010 Bare No helping 1 No shape Inanim 20 0
2010 TO No helping 1 No check Inanim 20 0
2009 TO No helping 1 No create Anim 19 0
2009 TO No helping 1 No develop Anim 19 0
2009 TO No helping 1 No subsidize Anim 19 0
2009 TO No helping 1 No save Inanim 19 0
2009 TO No helping 1 No set Inanim 19 0
2008 TO No helping 1 No build Anim 18 0
2008 TO No helping 1 No create Anim 18 0
2008 TO No helping 1 No restore Anim 18 0
2008 Bare No helping 1 No bring Inanim 18 0
2008 TO No helping 1 No restore Inanim 18 0
2008 TO No helping 1 No fuel Inanim 18 0
2008 Bare No helping 1 No replenish Inanim 18 0
2008 TO No helping 1 No save Inanim 18 0
2007 Bare No helping 1 No rear Anim 17 0
2007 Bare No helping 1 No bring Anim 17 0
2006 TO No helping 1 No keep Anim 16 0
2006 Bare No helping 1 No build Anim 16 0
2006 TO No helping 1 No launch Inanim 16 0
2006 TO No helping 1 No make Inanim 16 0
2005 TO No helping 1 No make Anim 15 0
2005 Bare No helping 1 No resolve Anim 15 0
2005 Bare No helping 1 No fill Inanim 15 0
2005 TO No helping 1 No prevent Missing 15 0
2004 TO No helping 1 No save Anim 14 0
2004 TO No helping 1 No resuscitate Anim 14 0
2004 Bare No helping 1 No bring Anim 14 0
2004 TO No helping 1 No constrain Inanim 14 0
2003 Bare No helping 1 No put Anim 13 0
2003 TO No helping 1 No remodel Anim 13 0
2003 TO No helping 1 No attract Inanim 13 0
2003 TO No helping 1 No prevent Inanim 13 0
2002 Bare No helping 1 No understand Anim 12 0
2002 TO No helping 1 No bring Anim 12 0
2002 TO No helping 1 No grow Anim 12 0
2002 Bare Yes helping 1 No educate Anim 12 0
2002 TO No helping 1 No alleviate Missing 12 0
2001 Bare No helping 1 No preserve Anim 11 0
2001 TO No helping 1 No end Anim 11 0
2001 TO No helping 1 No build Anim 11 0
2001 TO No helping 1 No unify Anim 11 0
2001 TO No helping 1 No end Anim 11 0
2001 Bare No helping 1 No change Inanim 11 0
2001 TO No helping 1 No neutralize Inanim 11 0
2001 TO No helping 1 No integrate Missing 11 0
2000 TO No helping 1 No build Anim 10 0
2000 TO No helping 1 No clean Anim 10 0
2000 TO No helping 1 No preserve Anim 10 0
2000 TO No helping 1 No kill Anim 10 0
2000 TO No helping 1 No build Inanim 10 0
1999 Bare No helping 1 No wring Anim 9 0
1999 TO No helping 1 No torch Anim 9 0
1999 TO No helping 1 No create Anim 9 0
1999 TO No helping 1 No guarantee Anim 9 0
1999 TO No helping 1 No fuel Inanim 9 0
1999 TO No helping 1 No order Inanim 9 0
1999 TO No helping 1 No educate Missing 9 0
1998 TO No helping 1 No liberate Anim 8 0
1998 Bare No helping 1 No make Anim 8 0
1998 TO No helping 1 No patch Inanim 8 0
1998 TO No helping 1 No wipe Inanim 8 0
1998 TO No helping 1 No reduce Inanim 8 0
1998 TO No helping 1 No sustain Inanim 8 0
1998 TO No helping 1 No smooth Inanim 8 0
1998 TO No helping 1 No prevent Inanim 8 0
1997 TO No helping 1 No educate Anim 7 0
1997 TO No helping 1 No make Anim 7 0
1997 TO No helping 1 No develop Anim 7 0
1997 TO No helping 1 No make Missing 7 0
1996 TO No helping 1 No carry Anim 6 0
1996 TO No helping 1 No nurse Anim 6 0
1996 TO No helping 1 No ensure Anim 6 0
1996 TO No helping 1 No keep Inanim 6 0
1995 TO No helping 1 No verify Anim 5 0
1995 TO No helping 1 No break Anim 5 0
1995 TO No helping 1 No revolutionize Inanim 5 0
1995 TO No helping 1 No make Inanim 5 0
1995 TO No helping 1 No depress Inanim 5 0
1995 TO No helping 1 No make Missing 5 0
1994 TO No helping 1 No keep Inanim 4 0
1993 Bare No helping 1 No turn Anim 3 0
1993 TO No helping 1 No prevent Anim 3 0
1993 TO No helping 1 No develop Anim 3 0
1993 TO No helping 1 No create Anim 3 0
1993 TO No helping 1 No mat Anim 3 0
1993 TO No helping 1 No draw Anim 3 0
1993 TO No helping 1 No put Inanim 3 0
1992 TO No helping 1 No devise Anim 2 0
1992 Bare No helping 1 No run Anim 2 0
1992 TO No helping 1 No drag Anim 2 0
1992 TO No helping 1 No build Inanim 2 0
1991 TO No helping 1 No save Anim 1 0
1991 TO No helping 1 No preserve Anim 1 0
1991 TO No helping 1 No create Anim 1 0
1991 TO No helping 1 No write Anim 1 0
1991 Bare No helping 1 No combat Inanim 1 0
1991 TO No helping 1 No level Inanim 1 0
1991 TO No helping 1 No keep Inanim 1 0
1991 Bare No helping 1 No destroy Inanim 1 0
1991 TO No helping 1 No create Missing 1 0
1991 Bare No helping 1 No prove Missing 1 0
1990 TO No helping 1 No create Anim 0 0
1990 TO No helping 1 No develop Anim 0 0
1990 Bare Yes helping 1 No structure Anim 0 0
1990 TO No helping 1 No reverse Inanim 0 0
1990 TO No helping 1 No drain Inanim 0 0
1990 Bare No helping 1 No build Inanim 0 0
1990 TO No helping 1 No settle Missing 0 0
2009 TO No helps 4 Yes be Inanim 19 1.38629436111989
2006 Bare No helps 3 Yes regulate Inanim 16 1.09861228866811
2003 Bare No helps 3 Yes work Inanim 13 1.09861228866811
2002 TO No helps 3 Yes feel Inanim 12 1.09861228866811
2000 Bare No helps 3 Yes make Inanim 10 1.09861228866811
1995 Bare No helps 3 Yes pop Inanim 5 1.09861228866811
1994 TO No helps 3 Yes break Inanim 4 1.09861228866811
1994 TO No helps 3 Yes understand Inanim 4 1.09861228866811
1990 TO No helps 3 Yes acknowledge Inanim 0 1.09861228866811
2012 Bare No helps 2 Yes see Inanim 22 0.693147180559945
2011 Bare No helps 2 Yes build Anim 21 0.693147180559945
2011 Bare No helps 2 Yes deal Inanim 21 0.693147180559945
2010 Bare No helps 2 Yes keep Inanim 20 0.693147180559945
2009 Bare No helps 2 Yes fight Inanim 19 0.693147180559945
2009 TO No helps 2 Yes unwind Inanim 19 0.693147180559945
2009 Bare No helps 2 Yes realize Inanim 19 0.693147180559945
2008 Bare No helps 2 Yes deal Inanim 18 0.693147180559945
2008 Bare No helps 2 Yes forget Inanim 18 0.693147180559945
2008 TO No helps 2 Yes thrive Inanim 18 0.693147180559945
2008 Bare No helps 2 Yes hold Inanim 18 0.693147180559945
2008 TO No helps 2 Yes remember Inanim 18 0.693147180559945
2008 Bare No helps 2 Yes hydrate Inanim 18 0.693147180559945
2007 Bare No helps 2 Yes get Inanim 17 0.693147180559945
2007 Bare No helps 2 Yes implement Anim 17 0.693147180559945
2007 TO No helps 2 Yes do Anim 17 0.693147180559945
2006 TO No helps 2 No whittle Inanim 16 0.693147180559945
2006 Bare No helps 2 Yes maintain Inanim 16 0.693147180559945
2005 Bare No helps 2 Yes get Inanim 15 0.693147180559945
2005 Bare No helps 2 Yes change Inanim 15 0.693147180559945
2004 Bare No helps 2 Yes distinguish Inanim 14 0.693147180559945
2004 Bare No helps 2 Yes stay Inanim 14 0.693147180559945
2004 Bare No helps 2 Yes wake Inanim 14 0.693147180559945
2004 Bare No helps 2 Yes walk Inanim 14 0.693147180559945
2003 Bare No helps 2 Yes think Inanim 13 0.693147180559945
2003 Bare No helps 2 Yes keep Inanim 13 0.693147180559945
2003 Bare No helps 2 Yes remember Anim 13 0.693147180559945
2002 Bare No helps 2 Yes focus Inanim 12 0.693147180559945
2001 TO No helps 2 Yes be Inanim 11 0.693147180559945
2001 Bare No helps 2 Yes stay Inanim 11 0.693147180559945
2001 Bare No helps 2 Yes endure Inanim 11 0.693147180559945
2000 Bare No helps 2 Yes accomplish Inanim 10 0.693147180559945
2000 Bare No helps 2 Yes produce Inanim 10 0.693147180559945
2000 Bare No helps 2 Yes cough Inanim 10 0.693147180559945
1998 Bare No helps 2 Yes get Inanim 8 0.693147180559945
1996 Bare No helps 2 Yes forget Inanim 6 0.693147180559945
1996 TO No helps 2 Yes rationalize Inanim 6 0.693147180559945
1995 TO No helps 2 Yes stay Inanim 5 0.693147180559945
1995 TO No helps 2 Yes relax Inanim 5 0.693147180559945
1994 TO No helps 2 Yes be Inanim 4 0.693147180559945
1994 TO No helps 2 Yes compose Inanim 4 0.693147180559945
1994 Bare No helps 2 Yes learn Inanim 4 0.693147180559945
1993 TO No helps 2 No dry Inanim 3 0.693147180559945
1993 TO No helps 2 Yes dispute Inanim 3 0.693147180559945
1993 TO No helps 2 Yes understand Inanim 3 0.693147180559945
1993 TO No helps 2 Yes learn Inanim 3 0.693147180559945
1992 TO No helps 2 Yes continue Inanim 2 0.693147180559945
1992 Bare No helps 2 Yes return Inanim 2 0.693147180559945
1992 TO No helps 2 Yes develop Inanim 2 0.693147180559945
1991 TO No helps 2 Yes develop Inanim 1 0.693147180559945
1991 Bare No helps 2 Yes decide Inanim 1 0.693147180559945
1990 TO No helps 2 Yes understand Inanim 0 0.693147180559945
2012 Bare No helps 1 No show Anim 22 0
2012 Bare No helps 1 No keep Anim 22 0
2012 Bare No helps 1 No prevent Inanim 22 0
2012 Bare No helps 1 No keep Inanim 22 0
2012 Bare No helps 1 No relieve Inanim 22 0
2012 TO No helps 1 No take Inanim 22 0
2012 Bare No helps 1 No retain Inanim 22 0
2012 Bare No helps 1 No feed Inanim 22 0
2012 Bare No helps 1 No prevent Inanim 22 0
2011 Bare No helps 1 No protect Inanim 21 0
2011 Bare No helps 1 No bridge Inanim 21 0
2010 Bare No helps 1 No seal Inanim 20 0
2010 Bare No helps 1 No keep Inanim 20 0
2009 Bare No helps 1 No ensure Inanim 19 0
2009 Bare No helps 1 No bring Inanim 19 0
2009 Bare No helps 1 No prevent Inanim 19 0
2009 Bare No helps 1 No keep Inanim 19 0
2009 TO No helps 1 No bond Inanim 19 0
2008 Bare No helps 1 No preserve Inanim 18 0
2008 Bare No helps 1 No break Inanim 18 0
2007 Bare No helps 1 No operate Anim 17 0
2007 Bare No helps 1 No burn Inanim 17 0
2007 Bare No helps 1 No fight Inanim 17 0
2007 TO No helps 1 No correct Inanim 17 0
2007 Bare No helps 1 No clear Inanim 17 0
2006 Bare No helps 1 No keep Anim 16 0
2006 TO No helps 1 No design Anim 16 0
2006 Bare No helps 1 No camouflage Inanim 16 0
2006 TO No helps 1 No lessen Inanim 16 0
2006 TO No helps 1 No generate Inanim 16 0
2006 Bare No helps 1 No keep Inanim 16 0
2005 Bare No helps 1 No cool Inanim 15 0
2005 TO No helps 1 No improve Inanim 15 0
2005 Bare No helps 1 No motivate Inanim 15 0
2005 Bare No helps 1 No reduce Inanim 15 0
2005 Bare No helps 1 No explain Inanim 15 0
2005 Bare No helps 1 No soften Inanim 15 0
2004 TO No helps 1 No create Inanim 14 0
2004 Bare No helps 1 No bypass Inanim 14 0
2004 TO No helps 1 No counteract Inanim 14 0
2003 TO No helps 1 No prevent Inanim 13 0
2003 TO No helps 1 No keep Inanim 13 0
2003 Bare No helps 1 No prevent Inanim 13 0
2003 Bare No helps 1 No make Inanim 13 0
2003 TO No helps 1 No funnel Inanim 13 0
2002 TO No helps 1 No prevent Inanim 12 0
2002 Bare No helps 1 No propel Inanim 12 0
2002 TO No helps 1 No prevent Inanim 12 0
2001 TO No helps 1 No create Inanim 11 0
2001 Bare No helps 1 No remove Inanim 11 0
2001 TO No helps 1 No keep Inanim 11 0
2001 TO No helps 1 No protect Inanim 11 0
2000 Bare No helps 1 No protect Inanim 10 0
2000 Bare No helps 1 No relieve Inanim 10 0
2000 Bare No helps 1 No correct Inanim 10 0
2000 TO No helps 1 No lower Inanim 10 0
2000 TO No helps 1 No increase Inanim 10 0
2000 TO No helps 1 No protect Inanim 10 0
1999 TO No helps 1 No protect Inanim 9 0
1999 TO No helps 1 No rekindle Inanim 9 0
1999 TO No helps 1 No cover Inanim 9 0
1998 Bare No helps 1 No dissolve Inanim 8 0
1998 TO No helps 1 No explain Inanim 8 0
1998 Bare No helps 1 No take Inanim 8 0
1997 Bare No helps 1 No bring Anim 7 0
1997 Bare No helps 1 No relieve Inanim 7 0
1997 Bare No helps 1 No slow Inanim 7 0
1997 Bare No helps 1 No compensate Inanim 7 0
1997 Bare No helps 1 No relieve Inanim 7 0
1997 TO No helps 1 No explain Inanim 7 0
1997 TO No helps 1 No keep Inanim 7 0
1997 TO No helps 1 No develop Inanim 7 0
1997 TO No helps 1 No explain Inanim 7 0
1997 Bare No helps 1 No control Inanim 7 0
1997 Bare No helps 1 No start Inanim 7 0
1997 Bare No helps 1 No stop Inanim 7 0
1997 TO No helps 1 No find Inanim 7 0
1996 Bare No helps 1 No stabilize Inanim 6 0
1996 Bare No helps 1 No track Inanim 6 0
1996 Bare No helps 1 No propagate Inanim 6 0
1996 Bare No helps 1 No explain Inanim 6 0
1996 TO No helps 1 No retain Inanim 6 0
1995 TO No helps 1 No reverse Inanim 5 0
1995 Bare No helps 1 No prevent Inanim 5 0
1994 TO No helps 1 No hold Inanim 4 0
1993 Bare No helps 1 No keep Inanim 3 0
1993 Bare No helps 1 No shield Inanim 3 0
1993 TO No helps 1 No illustrate Inanim 3 0
1993 TO No helps 1 No ease Inanim 3 0
1993 Bare No helps 1 No sustain Inanim 3 0
1993 TO No helps 1 No build Inanim 3 0
1992 TO No helps 1 No quiet Inanim 2 0
1992 Bare No helps 1 No prevent Inanim 2 0
1992 Bare No helps 1 No preserve Inanim 2 0
1992 Bare No helps 1 No explain Inanim 2 0
1991 Bare No helps 1 No run Anim 1 0
1991 TO No helps 1 No preserve Anim 1 0
1991 Bare No helps 1 No write Inanim 1 0
1991 Bare No helps 1 No ease Inanim 1 0
1991 TO No helps 1 No insulate Inanim 1 0
1991 Bare No helps 1 No accentuate Inanim 1 0
1991 TO No helps 1 Yes eliminate Inanim 1 0
1990 Bare No helps 1 No rotate Inanim 0 0
1990 Bare No helps 1 No clog Inanim 0 0
1990 Bare No helps 1 No bring Inanim 0 0
1990 TO No helps 1 No keep Inanim 0 0
1990 TO No helps 1 No give Inanim 0 0
1990 TO No helps 1 No produce Inanim 0 0
